index,52,51,53,54,55,56,57,58,59
D_0__Bacteria;D_1__Armatimonadetes;D_2__Armatimonadia,0,50,0,0,0,0,34,71,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Chthonomonadetes,0,54,0,6,6,27,0,46,0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia,0,38,0,0,13,0,6,231,14
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured,23,41,8,0,0,49,0,0,0
D_0__Bacteria;D_1__Atribacteria;D_2__JS1,6,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__BRC1;D_2__metagenome,8,12,7,0,0,0,0,0,0
D_0__Bacteria;D_1__BRC1;D_2__uncultured bacterium,159,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__BRC1;D_2__uncultured deep-sea bacterium,16,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__BRC1;D_2__uncultured delta proteobacterium,92,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__BRC1;D_2__uncultured organism,313,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__BRC1;D_2__uncultured soil bacterium PBS-II-4,12,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__BRC1;__,163,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia,9734,11793,3943,2869,3755,4270,6565,5353,1735
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria,2356,213,77,25,77,27,140,141,7
D_0__Bacteria;D_1__Bacteroidetes;D_2__Rhodothermia,216,0,0,0,0,0,0,5,0
D_0__Bacteria;D_1__CK-2C2-2;D_2__uncultured bacterium,17,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Calditrichaeota;D_2__Calditrichia,1630,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae,341,166,24,43,6,49,43,19,4
D_0__Bacteria;D_1__Chlamydiae;D_2__LD1-PA32,77,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae,3713,480,266,236,177,125,153,350,103
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia,43,352,85,119,169,232,196,209,75
D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia,628,206,75,0,0,63,0,0,37
D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136,0,13,0,0,0,0,0,0,17
D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66,19,12,15,59,0,0,0,0,26
D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96,0,302,132,392,194,61,0,70,243
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria,4,317,24,0,16,93,3,87,0
D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14,0,23,0,40,0,42,0,0,0
D_0__Bacteria;D_1__Chloroflexi;D_2__TK10,0,114,0,0,0,0,15,14,50
D_0__Bacteria;D_1__Cloacimonetes;D_2__Cloacimonadia,13,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria,9,4,0,0,2,11,40,0,0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria,17947,1321,133,458,363,271,1811,161,64
D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia,0,60,0,0,0,11,20,0,0
D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci,17,64,23,0,0,0,33,36,0
D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae,525,26,14,10,0,34,6,0,0
D_0__Bacteria;D_1__Elusimicrobia;D_2__Elusimicrobia,78,13,0,0,6,16,0,0,0
D_0__Bacteria;D_1__Elusimicrobia;D_2__Endomicrobia,9,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIa,21,0,0,0,0,40,0,0,9
D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIb,19,0,0,24,11,0,0,3,0
D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIc,0,0,9,0,0,0,0,0,0
D_0__Bacteria;D_1__Elusimicrobia;D_2__Rs-M47,11,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Elusimicrobia;__,17,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Entotheonellaeota;D_2__Entotheonellia,0,0,0,0,21,0,0,0,12
D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria,33,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__FBP;D_2__metagenome,0,33,3,0,0,0,33,10,0
D_0__Bacteria;D_1__FBP;D_2__uncultured actinobacterium,0,11,0,0,0,0,0,0,0
D_0__Bacteria;D_1__FBP;D_2__uncultured bacterium,0,19,0,0,0,0,0,7,0
D_0__Bacteria;D_1__FBP;__,0,0,19,0,0,23,0,0,0
D_0__Bacteria;D_1__Fibrobacteres;D_2__Chitinivibrionia,25,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria,260,190,46,57,98,95,131,311,23
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli,73,346,288,5,96,83,82,114,218
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia,125,22,43,13,21,21,29,0,28
D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia,0,0,0,5,0,0,0,0,12
D_0__Bacteria;D_1__Firmicutes;D_2__Limnochordia,0,13,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia,5,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__BD2-11 terrestrial group,1552,18,0,11,0,0,0,0,19
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes,589,1109,127,195,186,1141,224,836,81
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__MD2902-B12,22,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__PAUC43f marine benthic group,197,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__S0134 terrestrial group,57,69,66,12,0,101,38,0,0
D_0__Bacteria;D_1__Halanaerobiaeota;D_2__Halanaerobiia,0,4,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Hydrogenedentes;D_2__Hydrogenedentia,165,17,6,3,0,9,0,0,3
D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae,263,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__LCP-89;D_2__Calditrichaeota bacterium AABM5.125.24,6,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__LCP-89;D_2__saltmarsh clone LCP-89,7,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__LCP-89;D_2__uncultured Deferribacteres bacterium,6,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__LCP-89;D_2__uncultured bacterium,139,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__LCP-89;__,44,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__Latescibacteria,923,0,0,13,9,0,8,0,24
D_0__Bacteria;D_1__Latescibacteria;D_2__bacterium enrichment culture clone 58,12,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__saltmarsh clone LCP-67,77,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Acidobacterium sp.,0,0,0,19,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Desulfuromonadales bacterium,0,0,0,0,10,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Fibrobacteres bacterium,0,0,0,9,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Gemmatimonadetes bacterium,25,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Latescibacteria bacterium,27,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Pelobacter sp.,8,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Verrucomicrobia bacterium,86,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured bacterium,470,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured bacterium mle1-16,16,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured organism,49,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured planctomycete,8,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured prokaryote,0,0,0,8,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured soil bacterium,13,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured soil bacterium PBS-III-30,18,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;D_2__unidentified bacterium wb1_H11,63,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Latescibacteria;__,472,0,0,0,0,0,0,0,44
D_0__Bacteria;D_1__Lentisphaerae;D_2__Lentisphaeria,242,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Lentisphaerae;D_2__Oligosphaeria,58,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Margulisbacteria;Ambiguous_taxa,65,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Margulisbacteria;D_2__uncultured bacterium,8,0,3,0,0,0,0,0,0
D_0__Bacteria;D_1__Margulisbacteria;D_2__uncultured organism,20,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Margulisbacteria;__,24,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured bacterium,118,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Modulibacteria;D_2__Moduliflexia,367,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Nitrospinae;D_2__Nitrospinia,85,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Nitrospinae;D_2__P9X2b3D02,341,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Nitrospirae;D_2__4-29-1,40,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira,578,61,91,190,155,25,88,19,60
D_0__Bacteria;D_1__Nitrospirae;D_2__Thermodesulfovibrionia,2591,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Omnitrophicaeota;D_2__Candidatus Omnitrophica bacterium CG1_02_44_16,8,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Omnitrophicaeota;D_2__Omnitrophia,146,0,0,0,0,7,51,0,0
D_0__Bacteria;D_1__Omnitrophicaeota;D_2__uncultured Latescibacteria bacterium,18,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Omnitrophicaeota;D_2__uncultured bacterium,624,0,5,0,0,0,0,0,0
D_0__Bacteria;D_1__Omnitrophicaeota;D_2__uncultured beta proteobacterium,12,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Omnitrophicaeota;D_2__uncultured organism,3,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Omnitrophicaeota;__,43,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Patescibacteria;D_2__ABY1,968,162,3,3,0,0,5,0,8
D_0__Bacteria;D_1__Patescibacteria;D_2__Berkelbacteria,72,55,0,0,0,10,9,9,0
D_0__Bacteria;D_1__Patescibacteria;D_2__CPR2,52,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria,384,37,6,0,3,0,43,9,0
D_0__Bacteria;D_1__Patescibacteria;D_2__Kazania,0,0,9,0,0,0,0,0,0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia,204,46,0,0,0,4,0,0,0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria,645,1271,78,44,37,334,75,284,31
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia,41,1328,288,87,60,771,107,177,35
D_0__Bacteria;D_1__Patescibacteria;D_2__WS6 (Dojkabacteria),27,42,0,0,0,0,7,40,0
D_0__Bacteria;D_1__Patescibacteria;D_2__WWE3,82,8,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Patescibacteria;D_2__uncultured,0,31,30,0,0,0,0,0,2
D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11,7,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Planctomycetes;D_2__Brocadiae,51,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Planctomycetes;D_2__ODP123,15,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Planctomycetes;D_2__OM190,702,14,0,11,0,0,10,0,0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae,2229,1193,230,262,298,558,354,829,169
D_0__Bacteria;D_1__Planctomycetes;D_2__Pla3 lineage,143,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Planctomycetes;D_2__Pla4 lineage,364,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia,2817,1434,303,851,664,216,372,327,437
D_0__Bacteria;D_1__Planctomycetes;D_2__SPG12-343-353-B69,14,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Planctomycetes;D_2__vadinHA49,615,0,0,13,0,0,132,0,0
D_0__Bacteria;D_1__Planctomycetes;__,197,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Poribacteria;D_2__uncultured Firmicutes bacterium,29,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,5790,14894,4573,5553,6981,9252,3682,3091,3216
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria,29392,7615,2247,1991,1986,2384,1921,3499,835
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,20582,10848,4163,4508,5034,4477,4513,4811,2721
D_0__Bacteria;D_1__Proteobacteria;D_2__Zetaproteobacteria,101,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Proteobacteria;__,24,18,0,0,0,0,11,0,0
D_0__Bacteria;D_1__Rokubacteria;D_2__NC10,0,0,0,63,47,0,0,0,14
D_0__Bacteria;D_1__Schekmanbacteria;D_2__uncultured bacterium,311,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Spirochaetes;D_2__Leptospirae,258,0,0,0,0,0,25,0,0
D_0__Bacteria;D_1__Spirochaetes;D_2__Spirochaetia,1180,0,0,13,10,0,29,0,0
D_0__Bacteria;D_1__Spirochaetes;D_2__metagenome,12,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae,2966,6507,1152,2138,2160,1766,1756,2095,771
D_0__Bacteria;D_1__WOR-1;D_2__uncultured bacterium,38,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__WPS-2;Ambiguous_taxa,0,11,0,2,0,0,0,0,0
D_0__Bacteria;D_1__WPS-2;D_2__bacterium ADurb.Bin236,7,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__WPS-2;D_2__metagenome,0,8,0,8,0,0,0,0,0
D_0__Bacteria;D_1__WPS-2;D_2__uncultured bacterium,0,0,0,0,0,12,0,0,0
D_0__Bacteria;D_1__WS2;D_2__uncultured Firmicutes bacterium,12,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__WS2;D_2__uncultured bacterium,37,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__WS2;__,13,51,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Zixibacteria;D_2__uncultured Nitrospinaceae bacterium,32,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Zixibacteria;D_2__uncultured bacterium,524,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Zixibacteria;D_2__uncultured candidate division TA06 bacterium,16,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Zixibacteria;D_2__uncultured delta proteobacterium,16,0,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Zixibacteria;__,69,0,0,0,0,0,0,0,0
D_0__Bacteria;__;__,541,8,7,2,3,0,10,0,0
Sample,2,1,3,4,5,6,7,8,9
